,Title,Distributor,Domestic Sales (in $),International Sales (in $),World Sales (in $),Genre,Runtime (Min),Imdb Standardized,Letterboxd Standardized,Rateyourmusic Standardized,Average Rating,Worldwide Popularity,Domestic Sales (Log),International Sales (Log),World Sales (Log),Mystery,Comedy,Animation,Musical,History,Music,Action,War,Western,Romance,Drama,Family,Fantasy,Crime,Sci-Fi,Thriller,Biography,Adventure,Horror,Sport
267,Home (2015),Twentieth Century Fox,177397510.0,208644097.0,386041607.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",94.0,65.99999999999999,54.800000000000004,44.400000000000006,55.1,34.3,27.402410518817565,27.636468863264565,28.524181106534435,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False
268,Night at the Museum: Battle of the Smithsonian (2009),Twentieth Century Fox,177243721.0,235862449.0,413106170.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",105.0,60.0,55.99999999999999,41.8,52.6,33.6,27.40115927884795,27.81337050852092,28.621937367010016,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
270,How to Train Your Dragon 2 (2014),Twentieth Century Fox,177002924.0,444534595.0,621537519.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",102.0,78.0,73.6,64.4,72.0,46.9,27.399197952206357,28.727720457327884,29.211266241030685,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
273,Elf (2003),New Line Cinema,176630408.0,47223328.0,223853736.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",97.0,71.0,70.8,55.99999999999999,65.9,36.9,27.396158492200726,25.492996381337388,27.737981155355524,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False
274,The Karate Kid (2010),Sony Pictures Entertainment (SPE),176591618.0,182534404.0,359126022.0,"['Action', 'Drama', 'Family', 'Sport']",140.0,62.0,57.800000000000004,44.800000000000004,54.9,33.8,27.39584162554609,27.443593167214026,28.419914952480738,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
276,Ice Age (2002),Twentieth Century Fox,176387405.0,206869731.0,383257136.0,"['Adventure', 'Animation', 'Comedy', 'Family']",81.0,75.0,69.19999999999999,58.60000000000001,67.6,40.5,27.39417230756367,27.62414732584908,28.51373741328163,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
278,The Lego Batman Movie (2017),Warner Bros.,175750384.0,136200000.0,311950384.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",104.0,73.0,75.0,65.6,71.2,41.1,27.38895260056906,27.021151462448884,28.21674134443854,False,True,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False
280,The Boss Baby (2017),Twentieth Century Fox,175003033.0,352962903.0,527965936.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",97.0,63.0,51.0,42.00000000000001,52.0,35.3,27.382804684905878,28.394941320866355,28.975869609990948,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
285,Home Alone 2: Lost in New York (1992),Twentieth Century Fox,173585516.0,185409334.0,358994850.0,"['Adventure', 'Comedy', 'Crime', 'Family']",120.0,68.0,68.0,54.800000000000004,63.6,38.1,27.37107133322501,27.466138634003798,28.419387906955713,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
292,Mary Poppins Returns (2018),Walt Disney Studios Motion Pictures,171958438.0,177587704.0,349546142.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",130.0,67.0,62.4,54.2,61.2,36.7,27.357484669741588,27.403956453442678,28.380907670896057,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False
295,Tarzan (1999),Walt Disney Studios Motion Pictures,171091819.0,277100000.0,448191819.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Music']",88.0,73.0,72.8,57.400000000000006,67.7,41.7,27.350195536048926,28.04583146991823,28.739541074176906,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False
300,Hotel Transylvania 2 (2015),Sony Pictures Entertainment (SPE),169700110.0,305486596.0,475186706.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Horror']",89.0,70.0,58.60000000000001,48.0,58.9,37.8,27.338412259138007,28.18653383862385,28.823919234429173,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False
306,Three Men and a Baby (1987),Walt Disney Studios Motion Pictures,167780960.0,167780960.0,167780960.0,"['Comedy', 'Drama', 'Family']",102.0,61.0,59.80000000000001,44.00000000000001,54.9,30.4,27.322003765269226,27.322003765269226,27.322003765269226,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
308,Hotel Transylvania 3: Summer Vacation (2018),Sony Pictures Entertainment (SPE),167510016.0,361073758.0,528583774.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Horror']",97.0,63.0,54.400000000000006,45.4,54.3,36.4,27.319672120946993,28.427718331479085,28.977556898174054,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True,False
315,Kung Fu Panda 2 (2011),DreamWorks,165249063.0,500443218.0,665692281.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",90.0,72.0,70.8,60.0,67.6,45.5,27.300066850444054,28.898631144329904,29.310280198757134,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
323,The SpongeBob Movie: Sponge Out of Water (2015),Paramount Pictures,162994032.0,162192000.0,325186032.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",92.0,60.0,53.2,53.400000000000006,55.5,33.5,27.28024390047777,27.273127420547045,28.27669004850102,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
326,A Bug's Life (1998),Walt Disney Studios Motion Pictures,162798565.0,200460294.0,363258859.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",95.0,72.0,68.60000000000001,60.8,67.1,39.9,27.278512742016893,27.578741263499175,28.43642274120896,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
330,Ice Age: Continental Drift (2012),Twentieth Century Fox,161321843.0,715922939.0,877244782.0,"['Adventure', 'Animation', 'Comedy', 'Family']",88.0,65.0,53.400000000000006,44.00000000000001,54.1,42.5,27.26536655192763,29.415229065155856,29.7084042203583,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
333,Shark Tale (2004),DreamWorks Distribution,160861908.0,213721971.0,374583879.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Thriller']",90.0,60.0,54.6,36.8,50.5,31.8,27.261247496312183,27.67115998634515,28.48071357062001,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
334,How to Train Your Dragon: The Hidden World (2019),Universal Pictures,160799505.0,363589578.0,524389083.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",104.0,74.0,73.4,62.0,69.8,44.1,27.26068772447678,28.43773560554179,28.966062410208327,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
338,Fantastic Beasts: The Crimes of Grindelwald (2018),Warner Bros.,159555901.0,495300000.0,654855901.0,"['Adventure', 'Family', 'Fantasy']",134.0,65.0,53.400000000000006,44.400000000000006,54.3,38.6,27.249486725196576,28.883727380071225,29.286602240124722,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
341,The Secret Life of Pets 2 (2019),Universal Pictures,158874395.0,271176898.0,430051293.0,"['Adventure', 'Animation', 'Comedy', 'Family']",86.0,64.0,54.0,48.6,55.5,35.3,27.243311390499635,28.014659037276417,28.67993350203803,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
347,Who Framed Roger Rabbit (1988),Walt Disney Studios Motion Pictures,156452370.0,173351588.0,329803958.0,"['Adventure', 'Animation', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Mystery']",104.0,77.0,78.0,72.6,75.9,43.7,27.221148272336407,27.369125811614445,28.297033471860658,True,True,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False,False
354,Over the Hedge (2006),DreamWorks,155019340.0,184776550.0,339795890.0,"['Adventure', 'Animation', 'Comedy', 'Family']",83.0,67.0,62.4,52.6,60.7,36.3,27.207872974479237,27.461206434979616,28.34009316161374,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
356,Horton Hears a Who! (2008),Twentieth Century Fox,154529439.0,144043360.0,298572799.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Music']",86.0,68.0,58.8,51.2,59.3,34.9,27.20330646747764,27.1019279168833,28.153507496120827,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,True,False,False
359,Trolls (2016),Twentieth Century Fox,153707064.0,193157822.0,346864886.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",92.0,64.0,53.800000000000004,43.2,53.7,32.9,27.195608228379918,27.525204860340068,28.36979855948757,False,True,True,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False
360,Scooby-Doo (2002),Warner Bros.,153294164.0,122356539.0,275650703.0,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Mystery']",89.0,52.0,65.0,39.2,52.1,30.9,27.19172753288277,26.86651596334241,28.038266039879712,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
361,Cars 3 (2017),Walt Disney Studios Motion Pictures,152901115.0,231029541.0,383930656.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Sport']",102.0,67.0,59.00000000000001,52.400000000000006,59.5,36.5,27.188023686393464,27.783502095282795,28.516270519839644,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True
368,Daddy's Home (2015),Paramount Pictures,150357137.0,92429000.0,242786137.0,"['Comedy', 'Family']",96.0,61.0,53.0,46.0,53.3,30.9,27.16381810902033,26.461842238710528,27.85511080568286,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
372,Puss in Boots (2011),DreamWorks,149260504.0,405726973.0,554987477.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",90.0,65.99999999999999,61.4,53.6,60.3,39.9,27.153257221814933,28.595933976160712,29.04787997727546,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
378,Megamind (2010),DreamWorks,148415853.0,173469912.0,321885765.0,"['Action', 'Animation', 'Comedy', 'Crime', 'Family', 'Mystery', 'Sci-Fi', 'Thriller']",95.0,73.0,73.0,63.6,69.9,40.6,27.145069960376734,27.370110211108948,28.26197353592068,True,True,True,False,False,False,True,False,False,False,False,True,False,True,True,True,False,False,False,False
379,Hotel Transylvania (2012),Sony Pictures Entertainment (SPE),148313048.0,210062555.0,358375603.0,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Horror']",91.0,70.0,64.2,53.400000000000006,62.5,37.5,27.14407028512358,27.646243774368408,28.416897186034184,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
385,Paul Blart: Mall Cop (2009),Sony Pictures Entertainment (SPE),146336178.0,37012251.0,183348429.0,"['Action', 'Comedy', 'Crime', 'Family']",91.0,52.0,46.0,36.0,44.7,25.6,27.124711243331568,25.141499543912953,27.45001266363433,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
387,Lilo & Stitch (2002),Walt Disney Studios Motion Pictures,145794338.0,127349813.0,273144151.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",85.0,73.0,78.8,64.2,72.0,40.8,27.119359452028945,26.924221600264435,28.025087289168887,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False
388,The Santa Clause (1994),Walt Disney Studios Motion Pictures,145539357.0,45000000.0,190539357.0,"['Comedy', 'Drama', 'Family', 'Fantasy']",97.0,65.0,62.6,48.4,58.7,32.7,27.116834101034794,25.423421665653848,27.505513784556012,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False
397,Doctor Dolittle (1998),Twentieth Century Fox,144156605.0,150300000.0,294456605.0,"['Comedy', 'Family', 'Fantasy']",85.0,54.0,49.800000000000004,51.6,51.8,31.1,27.103061699174457,27.163269768353178,28.13347979429461,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
398,Pokémon Detective Pikachu (2019),Warner Bros.,144105346.0,289409488.0,433514834.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Mystery', 'Sci-Fi']",104.0,65.0,61.8,54.6,60.5,37.9,27.102548616503476,28.108536979054808,28.6915061194943,True,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
399,Rio (2011),Twentieth Century Fox,143619809.0,340246709.0,483866518.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Music', 'Musical']",96.0,69.0,64.2,52.0,61.7,39.3,27.09767950808658,28.34200596658176,28.850033871930947,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
400,Kung Fu Panda 3 (2016),Twentieth Century Fox,143528619.0,377642206.0,521170825.0,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",95.0,71.0,64.60000000000001,56.2,63.9,41.1,27.09676319197705,28.492444771108392,28.957181083592232,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
402,Marley & Me (2008),Twentieth Century Fox,143153751.0,112589342.0,255743093.0,"['Comedy', 'Drama', 'Family']",111.0,70.0,65.4,50.4,61.9,35.4,27.092990232287715,26.746495023715084,27.930120035905446,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
403,The Smurfs (2011),Sony Pictures Entertainment (SPE),142614158.0,421135165.0,563749323.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']",103.0,54.0,45.0,31.0,43.3,31.5,27.087541971332854,28.649708105403732,29.070478554952278,False,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
406,The Chronicles of Narnia: Prince Caspian (2008),Walt Disney Studios Motion Pictures,141621490.0,278044078.0,419665568.0,"['Action', 'Adventure', 'Family', 'Fantasy']",150.0,65.0,60.4,49.2,58.2,36.5,27.077464959294062,28.050738368922623,28.64466485941252,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False
407,Pocahontas (1995),Walt Disney Studios Motion Pictures,141579773.0,204500000.0,346079773.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Musical', 'Romance']",81.0,67.0,64.0,50.6,60.5,36.3,27.0770399265183,27.607525602265923,28.366529383221895,False,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False
416,Stuart Little (1999),Sony Pictures Entertainment (SPE),140035367.0,160100000.0,300135367.0,"['Adventure', 'Comedy', 'Family', 'Fantasy']",84.0,60.0,55.599999999999994,39.800000000000004,51.8,31.2,27.061215995924456,27.25439806695307,28.161038090661396,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
418,Sister Act (1992),Walt Disney Studios Motion Pictures,139605150.0,92000000.0,231605150.0,"['Comedy', 'Family', 'Music']",100.0,65.0,67.6,48.2,60.3,34.2,27.056776922297004,26.455130525381186,27.787092092723345,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
420,The Santa Clause 2 (2002),Walt Disney Studios Motion Pictures,139236327.0,33618738.0,172855065.0,"['Comedy', 'Family', 'Fantasy']",104.0,57.00000000000001,53.400000000000006,36.8,49.1,27.6,27.052960421042613,25.00276223306539,27.364987637176053,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
422,Cheaper by the Dozen (2003),Twentieth Century Fox,138614544.0,51924086.0,190538630.0,"['Comedy', 'Family']",98.0,59.00000000000001,58.60000000000001,34.4,50.7,28.7,27.046503397929357,25.629900580291128,27.505508279964666,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
428,A Christmas Carol (2009),Walt Disney Studios Motion Pictures,137855863.0,187430783.0,325286646.0,"['Adventure', 'Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",96.0,68.0,61.6,54.400000000000006,61.3,36.4,27.03858538546878,27.481782674925935,28.277136355701646,False,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False
429,Dinosaur (2000),Walt Disney Studios Motion Pictures,137748063.0,212074702.0,349822765.0,"['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",82.0,64.0,56.39999999999999,43.8,54.7,33.5,27.0374567909992,27.65999729380091,28.382048935962644,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False
438,Chicken Little (2005),Walt Disney Studios Motion Pictures,135386665.0,179046172.0,314432837.0,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",81.0,57.00000000000001,54.2,36.6,49.3,30.2,27.012510405797734,27.41575643332476,28.228176648779677,False,True,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False
439,Teenage Mutant Ninja Turtles (1990),New Line Cinema,135265915.0,66700000.0,201965915.0,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",93.0,67.0,66.60000000000001,58.60000000000001,64.1,35.6,27.011223106502488,25.991183425621397,27.58953659460216,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False
